frame_idx,theta,threshold_name,mode,fired_pixels,event_rate,event_rate_eff,e_per_event_nJ,power_static_mW,power_dyn_valid_mW,power_dyn_fp_mW,power_dyn_fn_mW,power_total_mW
240,0.2,med_threshold,noisy,103754,3112620,3112620,0.1678,345.458,0.496,0.052,0.026,346.006
241,0.2,med_threshold,clean,16604,498120,498120,0.1678,345.458,0.079,0.008,0.004,345.545
241,0.2,med_threshold,noisy,91664,2749920,2749920,0.1678,345.458,0.438,0.046,0.023,345.942
242,0.2,med_threshold,clean,17443,523290,523290,0.1678,345.458,0.083,0.009,0.004,345.55
242,0.2,med_threshold,noisy,92521,2775630,2775630,0.1678,345.458,0.443,0.047,0.023,345.947
243,0.2,med_threshold,clean,33921,1017630,1017630,0.1678,345.458,0.162,0.017,0.009,345.637
243,0.2,med_threshold,noisy,108762,3262860,3262860,0.1678,345.458,0.52,0.055,0.027,346.033
244,0.2,med_threshold,clean,18192,545760,545760,0.1678,345.458,0.087,0.009,0.005,345.554
244,0.2,med_threshold,noisy,93452,2803560,2803560,0.1678,345.458,0.447,0.047,0.024,345.952
245,0.2,med_threshold,clean,18644,559320,559320,0.1678,345.458,0.089,0.009,0.005,345.556
245,0.2,med_threshold,noisy,93550,2806500,2806500,0.1678,345.458,0.447,0.047,0.024,345.952
246,0.2,med_threshold,clean,18775,563250,563250,0.1678,345.458,0.09,0.009,0.005,345.557
246,0.2,med_threshold,noisy,93670,2810100,2810100,0.1678,345.458,0.448,0.047,0.024,345.953
247,0.2,med_threshold,clean,32553,976590,976590,0.1678,345.458,0.156,0.016,0.008,345.63
247,0.2,med_threshold,noisy,107283,3218490,3218490,0.1678,345.458,0.513,0.054,0.027,346.025
248,0.2,med_threshold,clean,19238,577140,577140,0.1678,345.458,0.092,0.01,0.005,345.559
248,0.2,med_threshold,noisy,94386,2831580,2831580,0.1678,345.458,0.451,0.048,0.024,345.957
249,0.2,med_threshold,clean,18568,557040,557040,0.1678,345.458,0.089,0.009,0.005,345.556
249,0.2,med_threshold,noisy,93261,2797830,2797830,0.1678,345.458,0.446,0.047,0.023,345.951
250,0.2,med_threshold,clean,33480,1004400,1004400,0.1678,345.458,0.16,0.017,0.008,345.635
250,0.2,med_threshold,noisy,108162,3244860,3244860,0.1678,345.458,0.517,0.054,0.027,346.03
251,0.2,med_threshold,clean,19101,573030,573030,0.1678,345.458,0.091,0.01,0.005,345.559
251,0.2,med_threshold,noisy,94300,2829000,2829000,0.1678,345.458,0.451,0.047,0.024,345.956
252,0.2,med_threshold,clean,19639,589170,589170,0.1678,345.458,0.094,0.01,0.005,345.562
252,0.2,med_threshold,noisy,94972,2849160,2849160,0.1678,345.458,0.454,0.048,0.024,345.96
253,0.2,med_threshold,clean,20113,603390,603390,0.1678,345.458,0.096,0.01,0.005,345.564
253,0.2,med_threshold,noisy,95480,2864400,2864400,0.1678,345.458,0.457,0.048,0.024,345.962
254,0.2,med_threshold,clean,36529,1095870,1095870,0.1678,345.458,0.175,0.018,0.009,345.651
254,0.2,med_threshold,noisy,110765,3322950,3322950,0.1678,345.458,0.53,0.056,0.028,346.043
255,0.2,med_threshold,clean,21428,642840,642840,0.1678,345.458,0.102,0.011,0.005,345.571
255,0.2,med_threshold,noisy,96618,2898540,2898540,0.1678,345.458,0.462,0.049,0.024,345.968
256,0.2,med_threshold,clean,21553,646590,646590,0.1678,345.458,0.103,0.011,0.005,345.572
256,0.2,med_threshold,noisy,96792,2903760,2903760,0.1678,345.458,0.463,0.049,0.024,345.969
257,0.2,med_threshold,clean,33884,1016520,1016520,0.1678,345.458,0.162,0.017,0.009,345.637
257,0.2,med_threshold,noisy,108818,3264540,3264540,0.1678,345.458,0.521,0.055,0.027,346.033
258,0.2,med_threshold,clean,19624,588720,588720,0.1678,345.458,0.094,0.01,0.005,345.561
258,0.2,med_threshold,noisy,95114,2853420,2853420,0.1678,345.458,0.455,0.048,0.024,345.961
259,0.2,med_threshold,clean,20414,612420,612420,0.1678,345.458,0.098,0.01,0.005,345.566
259,0.2,med_threshold,noisy,95757,2872710,2872710,0.1678,345.458,0.458,0.048,0.024,345.964
260,0.2,med_threshold,clean,19867,596010,596010,0.1678,345.458,0.095,0.01,0.005,345.563
260,0.2,med_threshold,noisy,95101,2853030,2853030,0.1678,345.458,0.455,0.048,0.024,345.96
261,0.2,med_threshold,clean,28320,849600,849600,0.1678,345.458,0.135,0.014,0.007,345.607
261,0.2,med_threshold,noisy,103133,3093990,3093990,0.1678,345.458,0.493,0.052,0.026,346.003
262,0.2,med_threshold,clean,19904,597120,597120,0.1678,345.458,0.095,0.01,0.005,345.563
262,0.2,med_threshold,noisy,94634,2839020,2839020,0.1678,345.458,0.453,0.048,0.024,345.958
263,0.2,med_threshold,clean,19745,592350,592350,0.1678,345.458,0.094,0.01,0.005,345.562
263,0.2,med_threshold,noisy,94898,2846940,2846940,0.1678,345.458,0.454,0.048,0.024,345.959
264,0.2,med_threshold,clean,21724,651720,651720,0.1678,345.458,0.104,0.011,0.005,345.573
264,0.2,med_threshold,noisy,96979,2909370,2909370,0.1678,345.458,0.464,0.049,0.024,345.97
265,0.2,med_threshold,clean,23388,701640,701640,0.1678,345.458,0.112,0.012,0.006,345.581
265,0.2,med_threshold,noisy,98959,2968770,2968770,0.1678,345.458,0.473,0.05,0.025,345.981
266,0.2,med_threshold,clean,20027,600810,600810,0.1678,345.458,0.096,0.01,0.005,345.564
266,0.2,med_threshold,noisy,95473,2864190,2864190,0.1678,345.458,0.457,0.048,0.024,345.962
267,0.2,med_threshold,clean,20559,616770,616770,0.1678,345.458,0.098,0.01,0.005,345.566
267,0.2,med_threshold,noisy,94953,2848590,2848590,0.1678,345.458,0.454,0.048,0.024,345.96
268,0.2,med_threshold,clean,25582,767460,767460,0.1678,345.458,0.122,0.013,0.006,345.593
268,0.2,med_threshold,noisy,100504,3015120,3015120,0.1678,345.458,0.481,0.051,0.025,345.989
269,0.2,med_threshold,clean,20014,600420,600420,0.1678,345.458,0.096,0.01,0.005,345.563
269,0.2,med_threshold,noisy,94814,2844420,2844420,0.1678,345.458,0.454,0.048,0.024,345.959
270,0.2,med_threshold,clean,20935,628050,628050,0.1678,345.458,0.1,0.011,0.005,345.568
270,0.2,med_threshold,noisy,95899,2876970,2876970,0.1678,345.458,0.459,0.048,0.024,345.965
271,0.2,med_threshold,clean,20201,606030,606030,0.1678,345.458,0.097,0.01,0.005,345.564
271,0.2,med_threshold,noisy,95346,2860380,2860380,0.1678,345.458,0.456,0.048,0.024,345.962
272,0.2,med_threshold,clean,23046,691380,691380,0.1678,345.458,0.11,0.012,0.006,345.58
272,0.2,med_threshold,noisy,97775,2933250,2933250,0.1678,345.458,0.468,0.049,0.025,345.975
273,0.2,med_threshold,clean,18749,562470,562470,0.1678,345.458,0.09,0.009,0.005,345.557
273,0.2,med_threshold,noisy,93839,2815170,2815170,0.1678,345.458,0.449,0.047,0.024,345.954
274,0.2,med_threshold,clean,18694,560820,560820,0.1678,345.458,0.089,0.009,0.005,345.557
274,0.2,med_threshold,noisy,93884,2816520,2816520,0.1678,345.458,0.449,0.047,0.024,345.954
275,0.2,med_threshold,clean,21709,651270,651270,0.1678,345.458,0.104,0.011,0.005,345.572
275,0.2,med_threshold,noisy,96558,2896740,2896740,0.1678,345.458,0.462,0.049,0.024,345.968
276,0.2,med_threshold,clean,20794,623820,623820,0.1678,345.458,0.099,0.01,0.005,345.568
276,0.2,med_threshold,noisy,96172,2885160,2885160,0.1678,345.458,0.46,0.048,0.024,345.966
277,0.2,med_threshold,clean,19223,576690,576690,0.1678,345.458,0.092,0.01,0.005,345.559
277,0.2,med_threshold,noisy,94541,2836230,2836230,0.1678,345.458,0.452,0.048,0.024,345.957
278,0.2,med_threshold,clean,20081,602430,602430,0.1678,345.458,0.096,0.01,0.005,345.564
278,0.2,med_threshold,noisy,94898,2846940,2846940,0.1678,345.458,0.454,0.048,0.024,345.959
279,0.2,med_threshold,clean,24597,737910,737910,0.1678,345.458,0.118,0.012,0.006,345.588
279,0.2,med_threshold,noisy,99825,2994750,2994750,0.1678,345.458,0.477,0.05,0.025,345.985
280,0.2,med_threshold,clean,19180,575400,575400,0.1678,345.458,0.092,0.01,0.005,345.559
280,0.2,med_threshold,noisy,94418,2832540,2832540,0.1678,345.458,0.452,0.048,0.024,345.957
281,0.2,med_threshold,clean,19604,588120,588120,0.1678,345.458,0.094,0.01,0.005,345.561
281,0.2,med_threshold,noisy,94725,2841750,2841750,0.1678,345.458,0.453,0.048,0.024,345.958
282,0.2,med_threshold,clean,20937,628110,628110,0.1678,345.458,0.1,0.011,0.005,345.568
282,0.2,med_threshold,noisy,96225,2886750,2886750,0.1678,345.458,0.46,0.048,0.024,345.966
283,0.2,med_threshold,clean,20625,618750,618750,0.1678,345.458,0.099,0.01,0.005,345.567
283,0.2,med_threshold,noisy,95920,2877600,2877600,0.1678,345.458,0.459,0.048,0.024,345.965
284,0.2,med_threshold,clean,18893,566790,566790,0.1678,345.458,0.09,0.01,0.005,345.558
284,0.2,med_threshold,noisy,94307,2829210,2829210,0.1678,345.458,0.451,0.047,0.024,345.956
285,0.2,med_threshold,clean,19570,587100,587100,0.1678,345.458,0.094,0.01,0.005,345.561
285,0.2,med_threshold,noisy,94508,2835240,2835240,0.1678,345.458,0.452,0.048,0.024,345.957
286,0.2,med_threshold,clean,24783,743490,743490,0.1678,345.458,0.119,0.012,0.006,345.589
286,0.2,med_threshold,noisy,99415,2982450,2982450,0.1678,345.458,0.476,0.05,0.025,345.983
287,0.2,med_threshold,clean,19816,594480,594480,0.1678,345.458,0.095,0.01,0.005,345.562
287,0.2,med_threshold,noisy,95313,2859390,2859390,0.1678,345.458,0.456,0.048,0.024,345.962
288,0.2,med_threshold,clean,19310,579300,579300,0.1678,345.458,0.092,0.01,0.005,345.56
288,0.2,med_threshold,noisy,94195,2825850,2825850,0.1678,345.458,0.451,0.047,0.024,345.956
289,0.2,med_threshold,clean,21999,659970,659970,0.1678,345.458,0.105,0.011,0.006,345.574
289,0.2,med_threshold,noisy,96497,2894910,2894910,0.1678,345.458,0.462,0.049,0.024,345.968
290,0.2,med_threshold,clean,22595,677850,677850,0.1678,345.458,0.108,0.011,0.006,345.577
290,0.2,med_threshold,noisy,97395,2921850,2921850,0.1678,345.458,0.466,0.049,0.025,345.973
291,0.2,med_threshold,clean,20272,608160,608160,0.1678,345.458,0.097,0.01,0.005,345.565
291,0.2,med_threshold,noisy,95266,2857980,2857980,0.1678,345.458,0.456,0.048,0.024,345.961
292,0.2,med_threshold,clean,19473,584190,584190,0.1678,345.458,0.093,0.01,0.005,345.561
292,0.2,med_threshold,noisy,94228,2826840,2826840,0.1678,345.458,0.451,0.047,0.024,345.956
293,0.2,med_threshold,clean,24007,720210,720210,0.1678,345.458,0.115,0.012,0.006,345.585
293,0.2,med_threshold,noisy,99325,2979750,2979750,0.1678,345.458,0.475,0.05,0.025,345.983
294,0.2,med_threshold,clean,18567,557010,557010,0.1678,345.458,0.089,0.009,0.005,345.556
294,0.2,med_threshold,noisy,93678,2810340,2810340,0.1678,345.458,0.448,0.047,0.024,345.953
295,0.2,med_threshold,clean,18403,552090,552090,0.1678,345.458,0.088,0.009,0.005,345.555
295,0.2,med_threshold,noisy,93747,2812410,2812410,0.1678,345.458,0.448,0.047,0.024,345.953
296,0.2,med_threshold,clean,18768,563040,563040,0.1678,345.458,0.09,0.009,0.005,345.557
296,0.2,med_threshold,noisy,93737,2812110,2812110,0.1678,345.458,0.448,0.047,0.024,345.953
297,0.2,med_threshold,clean,22886,686580,686580,0.1678,345.458,0.109,0.012,0.006,345.579
297,0.2,med_threshold,noisy,98063,2941890,2941890,0.1678,345.458,0.469,0.049,0.025,345.976
298,0.2,med_threshold,clean,19054,571620,571620,0.1678,345.458,0.091,0.01,0.005,345.558
298,0.2,med_threshold,noisy,94161,2824830,2824830,0.1678,345.458,0.45,0.047,0.024,345.955
299,0.2,med_threshold,clean,18836,565080,565080,0.1678,345.458,0.09,0.009,0.005,345.557
299,0.2,med_threshold,noisy,93949,2818470,2818470,0.1678,345.458,0.449,0.047,0.024,345.954
1,0.4,high_threshold,clean,3360,100800,100800,0.1678,345.458,0.016,0.002,0.001,345.475
1,0.4,high_threshold,noisy,78905,2367150,2367150,0.1678,345.458,0.377,0.04,0.02,345.875
2,0.4,high_threshold,clean,3258,97740,97740,0.1678,345.458,0.016,0.002,0.001,345.475
2,0.4,high_threshold,noisy,78853,2365590,2365590,0.1678,345.458,0.377,0.04,0.02,345.875
3,0.4,high_threshold,clean,3801,114030,114030,0.1678,345.458,0.018,0.002,0.001,345.478
3,0.4,high_threshold,noisy,79869,2396070,2396070,0.1678,345.458,0.382,0.04,0.02,345.88
4,0.4,high_threshold,clean,4776,143280,143280,0.1678,345.458,0.023,0.002,0.001,345.483
4,0.4,high_threshold,noisy,80708,2421240,2421240,0.1678,345.458,0.386,0.041,0.02,345.884
5,0.4,high_threshold,clean,2946,88380,88380,0.1678,345.458,0.014,0.001,0.001,345.473
5,0.4,high_threshold,noisy,78772,2363160,2363160,0.1678,345.458,0.377,0.04,0.02,345.874
6,0.4,high_threshold,clean,2914,87420,87420,0.1678,345.458,0.014,0.001,0.001,345.473
6,0.4,high_threshold,noisy,78388,2351640,2351640,0.1678,345.458,0.375,0.039,0.02,345.872
7,0.4,high_threshold,clean,3861,115830,115830,0.1678,345.458,0.018,0.002,0.001,345.478
7,0.4,high_threshold,noisy,80065,2401950,2401950,0.1678,345.458,0.383,0.04,0.02,345.881
8,0.4,high_threshold,clean,2843,85290,85290,0.1678,345.458,0.014,0.001,0.001,345.473
8,0.4,high_threshold,noisy,78632,2358960,2358960,0.1678,345.458,0.376,0.04,0.02,345.873
9,0.4,high_threshold,clean,2685,80550,80550,0.1678,345.458,0.013,0.001,0.001,345.472
9,0.4,high_threshold,noisy,78448,2353440,2353440,0.1678,345.458,0.375,0.039,0.02,345.872
10,0.4,high_threshold,clean,2862,85860,85860,0.1678,345.458,0.014,0.001,0.001,345.473
10,0.4,high_threshold,noisy,78740,2362200,2362200,0.1678,345.458,0.377,0.04,0.02,345.874
11,0.4,high_threshold,clean,2950,88500,88500,0.1678,345.458,0.014,0.001,0.001,345.473
11,0.4,high_threshold,noisy,78496,2354880,2354880,0.1678,345.458,0.375,0.04,0.02,345.873
12,0.4,high_threshold,clean,3894,116820,116820,0.1678,345.458,0.019,0.002,0.001,345.478
12,0.4,high_threshold,noisy,79789,2393670,2393670,0.1678,345.458,0.382,0.04,0.02,345.88
13,0.4,high_threshold,clean,2270,68100,68100,0.1678,345.458,0.011,0.001,0.001,345.47
13,0.4,high_threshold,noisy,78154,2344620,2344620,0.1678,345.458,0.374,0.039,0.02,345.871
14,0.4,high_threshold,clean,3308,99240,99240,0.1678,345.458,0.016,0.002,0.001,345.475
14,0.4,high_threshold,noisy,78898,2366940,2366940,0.1678,345.458,0.377,0.04,0.02,345.875
15,0.4,high_threshold,clean,2298,68940,68940,0.1678,345.458,0.011,0.001,0.001,345.47
15,0.4,high_threshold,noisy,77667,2330010,2330010,0.1678,345.458,0.372,0.039,0.02,345.868
16,0.4,high_threshold,clean,1952,58560,58560,0.1678,345.458,0.009,0.001,0.0,345.468
16,0.4,high_threshold,noisy,77871,2336130,2336130,0.1678,345.458,0.372,0.039,0.02,345.869
17,0.4,high_threshold,clean,2163,64890,64890,0.1678,345.458,0.01,0.001,0.001,345.469
17,0.4,high_threshold,noisy,77936,2338080,2338080,0.1678,345.458,0.373,0.039,0.02,345.87
18,0.4,high_threshold,clean,2782,83460,83460,0.1678,345.458,0.013,0.001,0.001,345.472
18,0.4,high_threshold,noisy,78640,2359200,2359200,0.1678,345.458,0.376,0.04,0.02,345.873
19,0.4,high_threshold,clean,2320,69600,69600,0.1678,345.458,0.011,0.001,0.001,345.47
19,0.4,high_threshold,noisy,78243,2347290,2347290,0.1678,345.458,0.374,0.039,0.02,345.871
20,0.4,high_threshold,clean,2433,72990,72990,0.1678,345.458,0.012,0.001,0.001,345.471
20,0.4,high_threshold,noisy,77799,2333970,2333970,0.1678,345.458,0.372,0.039,0.02,345.869
21,0.4,high_threshold,clean,3810,114300,114300,0.1678,345.458,0.018,0.002,0.001,345.478
21,0.4,high_threshold,noisy,79484,2384520,2384520,0.1678,345.458,0.38,0.04,0.02,345.878
22,0.4,high_threshold,clean,2645,79350,79350,0.1678,345.458,0.013,0.001,0.001,345.472
22,0.4,high_threshold,noisy,78436,2353080,2353080,0.1678,345.458,0.375,0.039,0.02,345.872
23,0.4,high_threshold,clean,2448,73440,73440,0.1678,345.458,0.012,0.001,0.001,345.471
23,0.4,high_threshold,noisy,78735,2362050,2362050,0.1678,345.458,0.377,0.04,0.02,345.874
24,0.4,high_threshold,clean,2831,84930,84930,0.1678,345.458,0.014,0.001,0.001,345.473
24,0.4,high_threshold,noisy,78811,2364330,2364330,0.1678,345.458,0.377,0.04,0.02,345.874
25,0.4,high_threshold,clean,3895,116850,116850,0.1678,345.458,0.019,0.002,0.001,345.478
25,0.4,high_threshold,noisy,79653,2389590,2389590,0.1678,345.458,0.381,0.04,0.02,345.879
26,0.4,high_threshold,clean,3014,90420,90420,0.1678,345.458,0.014,0.002,0.001,345.474
26,0.4,high_threshold,noisy,78509,2355270,2355270,0.1678,345.458,0.376,0.04,0.02,345.873
27,0.4,high_threshold,clean,2955,88650,88650,0.1678,345.458,0.014,0.001,0.001,345.473
27,0.4,high_threshold,noisy,78297,2348910,2348910,0.1678,345.458,0.375,0.039,0.02,345.872
28,0.4,high_threshold,clean,3190,95700,95700,0.1678,345.458,0.015,0.002,0.001,345.475
28,0.4,high_threshold,noisy,78616,2358480,2358480,0.1678,345.458,0.376,0.04,0.02,345.873
29,0.4,high_threshold,clean,2935,88050,88050,0.1678,345.458,0.014,0.001,0.001,345.473
29,0.4,high_threshold,noisy,78514,2355420,2355420,0.1678,345.458,0.376,0.04,0.02,345.873
30,0.4,high_threshold,clean,2781,83430,83430,0.1678,345.458,0.013,0.001,0.001,345.472
30,0.4,high_threshold,noisy,78300,2349000,2349000,0.1678,345.458,0.375,0.039,0.02,345.872
31,0.4,high_threshold,clean,2438,73140,73140,0.1678,345.458,0.012,0.001,0.001,345.471
31,0.4,high_threshold,noisy,78328,2349840,2349840,0.1678,345.458,0.375,0.039,0.02,345.872
32,0.4,high_threshold,clean,3802,114060,114060,0.1678,345.458,0.018,0.002,0.001,345.478
32,0.4,high_threshold,noisy,79688,2390640,2390640,0.1678,345.458,0.381,0.04,0.02,345.879
33,0.4,high_threshold,clean,2716,81480,81480,0.1678,345.458,0.013,0.001,0.001,345.472
33,0.4,high_threshold,noisy,78143,2344290,2344290,0.1678,345.458,0.374,0.039,0.02,345.871
34,0.4,high_threshold,clean,2710,81300,81300,0.1678,345.458,0.013,0.001,0.001,345.472
34,0.4,high_threshold,noisy,78258,2347740,2347740,0.1678,345.458,0.374,0.039,0.02,345.871
35,0.4,high_threshold,clean,2987,89610,89610,0.1678,345.458,0.014,0.002,0.001,345.473
35,0.4,high_threshold,noisy,78879,2366370,2366370,0.1678,345.458,0.377,0.04,0.02,345.875
36,0.4,high_threshold,clean,3199,95970,95970,0.1678,345.458,0.015,0.002,0.001,345.475
36,0.4,high_threshold,noisy,78817,2364510,2364510,0.1678,345.458,0.377,0.04,0.02,345.874
37,0.4,high_threshold,clean,2589,77670,77670,0.1678,345.458,0.012,0.001,0.001,345.471
37,0.4,high_threshold,noisy,78165,2344950,2344950,0.1678,345.458,0.374,0.039,0.02,345.871
38,0.4,high_threshold,clean,2653,79590,79590,0.1678,345.458,0.013,0.001,0.001,345.472
38,0.4,high_threshold,noisy,78278,2348340,2348340,0.1678,345.458,0.374,0.039,0.02,345.872
39,0.4,high_threshold,clean,2989,89670,89670,0.1678,345.458,0.014,0.002,0.001,345.473
39,0.4,high_threshold,noisy,78653,2359590,2359590,0.1678,345.458,0.376,0.04,0.02,345.874
40,0.4,high_threshold,clean,2469,74070,74070,0.1678,345.458,0.012,0.001,0.001,345.471
40,0.4,high_threshold,noisy,77948,2338440,2338440,0.1678,345.458,0.373,0.039,0.02,345.87
41,0.4,high_threshold,clean,2326,69780,69780,0.1678,345.458,0.011,0.001,0.001,345.47
41,0.4,high_threshold,noisy,78375,2351250,2351250,0.1678,345.458,0.375,0.039,0.02,345.872
42,0.4,high_threshold,clean,2500,75000,75000,0.1678,345.458,0.012,0.001,0.001,345.471
42,0.4,high_threshold,noisy,78369,2351070,2351070,0.1678,345.458,0.375,0.039,0.02,345.872
43,0.4,high_threshold,clean,2841,85230,85230,0.1678,345.458,0.014,0.001,0.001,345.473
43,0.4,high_threshold,noisy,78939,2368170,2368170,0.1678,345.458,0.378,0.04,0.02,345.875
44,0.4,high_threshold,clean,2504,75120,75120,0.1678,345.458,0.012,0.001,0.001,345.471
44,0.4,high_threshold,noisy,77957,2338710,2338710,0.1678,345.458,0.373,0.039,0.02,345.87
45,0.4,high_threshold,clean,2389,71670,71670,0.1678,345.458,0.011,0.001,0.001,345.47
45,0.4,high_threshold,noisy,78435,2353050,2353050,0.1678,345.458,0.375,0.039,0.02,345.872
46,0.4,high_threshold,clean,2972,89160,89160,0.1678,345.458,0.014,0.001,0.001,345.473
46,0.4,high_threshold,noisy,78497,2354910,2354910,0.1678,345.458,0.375,0.04,0.02,345.873
47,0.4,high_threshold,clean,2249,67470,67470,0.1678,345.458,0.011,0.001,0.001,345.47
47,0.4,high_threshold,noisy,77411,2322330,2322330,0.1678,345.458,0.37,0.039,0.019,345.867
48,0.4,high_threshold,clean,2102,63060,63060,0.1678,345.458,0.01,0.001,0.001,345.469
48,0.4,high_threshold,noisy,77871,2336130,2336130,0.1678,345.458,0.372,0.039,0.02,345.869
49,0.4,high_threshold,clean,1844,55320,55320,0.1678,345.458,0.009,0.001,0.0,345.467
49,0.4,high_threshold,noisy,77554,2326620,2326620,0.1678,345.458,0.371,0.039,0.02,345.868
50,0.4,high_threshold,clean,3075,92250,92250,0.1678,345.458,0.015,0.002,0.001,345.474
50,0.4,high_threshold,noisy,78890,2366700,2366700,0.1678,345.458,0.377,0.04,0.02,345.875
51,0.4,high_threshold,clean,2106,63180,63180,0.1678,345.458,0.01,0.001,0.001,345.469
51,0.4,high_threshold,noisy,77677,2330310,2330310,0.1678,345.458,0.372,0.039,0.02,345.868
52,0.4,high_threshold,clean,2066,61980,61980,0.1678,345.458,0.01,0.001,0.001,345.469
52,0.4,high_threshold,noisy,77421,2322630,2322630,0.1678,345.458,0.37,0.039,0.019,345.867
53,0.4,high_threshold,clean,2646,79380,79380,0.1678,345.458,0.013,0.001,0.001,345.472
53,0.4,high_threshold,noisy,78350,2350500,2350500,0.1678,345.458,0.375,0.039,0.02,345.872
54,0.4,high_threshold,clean,2727,81810,81810,0.1678,345.458,0.013,0.001,0.001,345.472
54,0.4,high_threshold,noisy,78461,2353830,2353830,0.1678,345.458,0.375,0.04,0.02,345.872
55,0.4,high_threshold,clean,2388,71640,71640,0.1678,345.458,0.011,0.001,0.001,345.47
55,0.4,high_threshold,noisy,78343,2350290,2350290,0.1678,345.458,0.375,0.039,0.02,345.872
56,0.4,high_threshold,clean,2796,83880,83880,0.1678,345.458,0.013,0.001,0.001,345.472
56,0.4,high_threshold,noisy,78604,2358120,2358120,0.1678,345.458,0.376,0.04,0.02,345.873
57,0.4,high_threshold,clean,4937,148110,148110,0.1678,345.458,0.024,0.002,0.001,345.484
57,0.4,high_threshold,noisy,80356,2410680,2410680,0.1678,345.458,0.384,0.04,0.02,345.883
58,0.4,high_threshold,clean,2902,87060,87060,0.1678,345.458,0.014,0.001,0.001,345.473
58,0.4,high_threshold,noisy,78655,2359650,2359650,0.1678,345.458,0.376,0.04,0.02,345.874
59,0.4,high_threshold,clean,3188,95640,95640,0.1678,345.458,0.015,0.002,0.001,345.475
59,0.4,high_threshold,noisy,79237,2377110,2377110,0.1678,345.458,0.379,0.04,0.02,345.877
60,0.4,high_threshold,clean,3881,116430,116430,0.1678,345.458,0.019,0.002,0.001,345.478
60,0.4,high_threshold,noisy,79389,2381670,2381670,0.1678,345.458,0.38,0.04,0.02,345.877
61,0.4,high_threshold,clean,2778,83340,83340,0.1678,345.458,0.013,0.001,0.001,345.472
61,0.4,high_threshold,noisy,78195,2345850,2345850,0.1678,345.458,0.374,0.039,0.02,345.871
62,0.4,high_threshold,clean,2915,87450,87450,0.1678,345.458,0.014,0.001,0.001,345.473
62,0.4,high_threshold,noisy,78996,2369880,2369880,0.1678,345.458,0.378,0.04,0.02,345.875
63,0.4,high_threshold,clean,2764,82920,82920,0.1678,345.458,0.013,0.001,0.001,345.472
63,0.4,high_threshold,noisy,78519,2355570,2355570,0.1678,345.458,0.376,0.04,0.02,345.873
64,0.4,high_threshold,clean,3170,95100,95100,0.1678,345.458,0.015,0.002,0.001,345.474
64,0.4,high_threshold,noisy,78559,2356770,2356770,0.1678,345.458,0.376,0.04,0.02,345.873
65,0.4,high_threshold,clean,2708,81240,81240,0.1678,345.458,0.013,0.001,0.001,345.472
65,0.4,high_threshold,noisy,78861,2365830,2365830,0.1678,345.458,0.377,0.04,0.02,345.875
66,0.4,high_threshold,clean,2918,87540,87540,0.1678,345.458,0.014,0.001,0.001,345.473
66,0.4,high_threshold,noisy,78262,2347860,2347860,0.1678,345.458,0.374,0.039,0.02,345.871
67,0.4,high_threshold,clean,2760,82800,82800,0.1678,345.458,0.013,0.001,0.001,345.472
67,0.4,high_threshold,noisy,78228,2346840,2346840,0.1678,345.458,0.374,0.039,0.02,345.871
68,0.4,high_threshold,clean,2623,78690,78690,0.1678,345.458,0.013,0.001,0.001,345.472
68,0.4,high_threshold,noisy,79194,2375820,2375820,0.1678,345.458,0.379,0.04,0.02,345.876
69,0.4,high_threshold,clean,2317,69510,69510,0.1678,345.458,0.011,0.001,0.001,345.47
69,0.4,high_threshold,noisy,78001,2340030,2340030,0.1678,345.458,0.373,0.039,0.02,345.87
70,0.4,high_threshold,clean,1732,51960,51960,0.1678,345.458,0.008,0.001,0.0,345.467
70,0.4,high_threshold,noisy,77333,2319990,2319990,0.1678,345.458,0.37,0.039,0.019,345.867
71,0.4,high_threshold,clean,1931,57930,57930,0.1678,345.458,0.009,0.001,0.0,345.468
71,0.4,high_threshold,noisy,77553,2326590,2326590,0.1678,345.458,0.371,0.039,0.02,345.868
72,0.4,high_threshold,clean,1863,55890,55890,0.1678,345.458,0.009,0.001,0.0,345.468
72,0.4,high_threshold,noisy,77718,2331540,2331540,0.1678,345.458,0.372,0.039,0.02,345.869
73,0.4,high_threshold,clean,2009,60270,60270,0.1678,345.458,0.01,0.001,0.001,345.468
73,0.4,high_threshold,noisy,77893,2336790,2336790,0.1678,345.458,0.373,0.039,0.02,345.869
74,0.4,high_threshold,clean,1948,58440,58440,0.1678,345.458,0.009,0.001,0.0,345.468
74,0.4,high_threshold,noisy,77440,2323200,2323200,0.1678,345.458,0.37,0.039,0.019,345.867
75,0.4,high_threshold,clean,2083,62490,62490,0.1678,345.458,0.01,0.001,0.001,345.469
75,0.4,high_threshold,noisy,78207,2346210,2346210,0.1678,345.458,0.374,0.039,0.02,345.871
76,0.4,high_threshold,clean,1980,59400,59400,0.1678,345.458,0.009,0.001,0.0,345.468
76,0.4,high_threshold,noisy,77360,2320800,2320800,0.1678,345.458,0.37,0.039,0.019,345.867
77,0.4,high_threshold,clean,2030,60900,60900,0.1678,345.458,0.01,0.001,0.001,345.468
77,0.4,high_threshold,noisy,78061,2341830,2341830,0.1678,345.458,0.373,0.039,0.02,345.87
78,0.4,high_threshold,clean,2079,62370,62370,0.1678,345.458,0.01,0.001,0.001,345.469
78,0.4,high_threshold,noisy,77691,2330730,2330730,0.1678,345.458,0.372,0.039,0.02,345.868
