sensor_name,sensor_type,velocity_px_s,obj_size_px,bg_density,bg_label,operating_point,theta,fps_used,event_rate_ev_s,power_mw,power_static_mw,power_dynamic_mw,saturated,resolution,sensor_price
IMX327 (Sony),CIS,100,100,0.05,low_texture,adaptive,,10.0,,62.5,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,100,100,0.05,low_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,100,100,0.05,low_texture,adaptive,,10.0,,30.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,100,100,0.05,low_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,100,100,0.05,low_texture,adaptive,,10.0,,36.8333,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,100,100,0.05,low_texture,theta=0.05,0.05,,243584.0,19.2191,19.14,0.079127,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,100,0.05,low_texture,theta=0.10,0.1,,121792.0,19.2983,19.14,0.158254,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,100,0.05,low_texture,theta=0.20,0.2,,60896.0,19.4565,19.14,0.316507,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,100,0.05,low_texture,theta=0.40,0.4,,30448.0,19.773,19.14,0.633014,False,128x128,N/A (research)
DAVIS346,DVS,100,100,0.05,low_texture,theta=0.05,0.05,,243584.0,10.0078,10.0,0.007833,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,100,0.05,low_texture,theta=0.10,0.1,,121792.0,10.0157,10.0,0.015666,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,100,0.05,low_texture,theta=0.20,0.2,,60896.0,10.0313,10.0,0.031331,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,100,0.05,low_texture,theta=0.40,0.4,,30448.0,10.0627,10.0,0.062662,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,100,100,0.05,low_texture,theta=0.05,0.05,,243584.0,10.0032,10.0,0.003197,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,100,0.05,low_texture,theta=0.10,0.1,,121792.0,10.0064,10.0,0.006394,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,100,0.05,low_texture,theta=0.20,0.2,,60896.0,10.0128,10.0,0.012788,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,100,0.05,low_texture,theta=0.40,0.4,,30448.0,10.0256,10.0,0.025576,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,100,100,0.05,low_texture,theta=0.05,0.05,,243584.0,32.0016,32.0,0.001598,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,100,0.05,low_texture,theta=0.10,0.1,,121792.0,32.0032,32.0,0.003197,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,100,0.05,low_texture,theta=0.20,0.2,,60896.0,32.0064,32.0,0.006394,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,100,0.05,low_texture,theta=0.40,0.4,,30448.0,32.0128,32.0,0.012788,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,100,100,0.4,high_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,100,100,0.4,high_texture,adaptive,,10.0,,5.1667,,,False,640x480,~$3-5
IMX327 (Sony),CIS,100,100,0.4,high_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,100,100,0.4,high_texture,adaptive,,10.0,,62.5,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,100,100,0.4,high_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,100,100,0.4,high_texture,adaptive,,10.0,,30.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,100,100,0.4,high_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,100,100,0.4,high_texture,adaptive,,10.0,,36.8333,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,100,100,0.4,high_texture,theta=0.05,0.05,,716672.0,19.3728,19.14,0.232806,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,100,0.4,high_texture,theta=0.10,0.1,,358336.0,19.6056,19.14,0.465613,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,100,0.4,high_texture,theta=0.20,0.2,,179168.0,20.0712,19.14,0.931226,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,100,0.4,high_texture,theta=0.40,0.4,,89584.0,21.0025,19.14,1.862451,False,128x128,N/A (research)
DAVIS346,DVS,100,100,0.4,high_texture,theta=0.05,0.05,,716672.0,10.023,10.0,0.023046,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,100,0.4,high_texture,theta=0.10,0.1,,358336.0,10.0461,10.0,0.046091,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,100,0.4,high_texture,theta=0.20,0.2,,179168.0,10.0922,10.0,0.092182,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,100,0.4,high_texture,theta=0.40,0.4,,89584.0,10.1844,10.0,0.184363,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,100,100,0.4,high_texture,theta=0.05,0.05,,716672.0,10.0094,10.0,0.009406,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,100,0.4,high_texture,theta=0.10,0.1,,358336.0,10.0188,10.0,0.018813,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,100,0.4,high_texture,theta=0.20,0.2,,179168.0,10.0376,10.0,0.037625,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,100,0.4,high_texture,theta=0.40,0.4,,89584.0,10.0753,10.0,0.075251,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,100,100,0.4,high_texture,theta=0.05,0.05,,716672.0,32.0047,32.0,0.004703,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,100,0.4,high_texture,theta=0.10,0.1,,358336.0,32.0094,32.0,0.009406,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,100,0.4,high_texture,theta=0.20,0.2,,179168.0,32.0188,32.0,0.018813,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,100,0.4,high_texture,theta=0.40,0.4,,89584.0,32.0376,32.0,0.037625,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,200,25,0.05,low_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,200,25,0.05,low_texture,adaptive,,80.0,,27.3333,,,False,640x480,~$3-5
IMX327 (Sony),CIS,200,25,0.05,low_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,200,25,0.05,low_texture,adaptive,,60.0,,300.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,200,25,0.05,low_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,200,25,0.05,low_texture,adaptive,,80.0,,170.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,200,25,0.05,low_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,200,25,0.05,low_texture,adaptive,,80.0,,210.6667,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,200,25,0.05,low_texture,theta=0.05,0.05,,223168.0,19.2125,19.14,0.072494,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,25,0.05,low_texture,theta=0.10,0.1,,111584.0,19.285,19.14,0.14499,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,25,0.05,low_texture,theta=0.20,0.2,,55792.0,19.43,19.14,0.289979,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,25,0.05,low_texture,theta=0.40,0.4,,27896.0,19.72,19.14,0.579958,False,128x128,N/A (research)
DAVIS346,DVS,200,25,0.05,low_texture,theta=0.05,0.05,,223168.0,10.0072,10.0,0.007176,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,25,0.05,low_texture,theta=0.10,0.1,,111584.0,10.0144,10.0,0.014353,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,25,0.05,low_texture,theta=0.20,0.2,,55792.0,10.0287,10.0,0.028705,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,25,0.05,low_texture,theta=0.40,0.4,,27896.0,10.0574,10.0,0.05741,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,200,25,0.05,low_texture,theta=0.05,0.05,,223168.0,10.0029,10.0,0.002929,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,25,0.05,low_texture,theta=0.10,0.1,,111584.0,10.0059,10.0,0.005858,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,25,0.05,low_texture,theta=0.20,0.2,,55792.0,10.0117,10.0,0.011716,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,25,0.05,low_texture,theta=0.40,0.4,,27896.0,10.0234,10.0,0.023433,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,200,25,0.05,low_texture,theta=0.05,0.05,,223168.0,32.0015,32.0,0.001464,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,25,0.05,low_texture,theta=0.10,0.1,,111584.0,32.0029,32.0,0.002929,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,25,0.05,low_texture,theta=0.20,0.2,,55792.0,32.0059,32.0,0.005858,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,25,0.05,low_texture,theta=0.40,0.4,,27896.0,32.0117,32.0,0.011716,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,200,25,0.4,high_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,200,25,0.4,high_texture,adaptive,,80.0,,27.3333,,,False,640x480,~$3-5
IMX327 (Sony),CIS,200,25,0.4,high_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,200,25,0.4,high_texture,adaptive,,60.0,,300.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,200,25,0.4,high_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,200,25,0.4,high_texture,adaptive,,80.0,,170.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,200,25,0.4,high_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,200,25,0.4,high_texture,adaptive,,80.0,,210.6667,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,200,25,0.4,high_texture,theta=0.05,0.05,,1169344.0,19.4648,19.14,0.324843,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,25,0.4,high_texture,theta=0.10,0.1,,584672.0,19.8997,19.14,0.759708,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,25,0.4,high_texture,theta=0.20,0.2,,292336.0,20.6594,19.14,1.519416,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,25,0.4,high_texture,theta=0.40,0.4,,146168.0,22.1788,19.14,3.038833,False,128x128,N/A (research)
DAVIS346,DVS,200,25,0.4,high_texture,theta=0.05,0.05,,1169344.0,10.0376,10.0,0.037602,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,25,0.4,high_texture,theta=0.10,0.1,,584672.0,10.0752,10.0,0.075203,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,25,0.4,high_texture,theta=0.20,0.2,,292336.0,10.1504,10.0,0.150406,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,25,0.4,high_texture,theta=0.40,0.4,,146168.0,10.3008,10.0,0.300814,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,200,25,0.4,high_texture,theta=0.05,0.05,,1169344.0,10.0153,10.0,0.015348,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,25,0.4,high_texture,theta=0.10,0.1,,584672.0,10.0307,10.0,0.030695,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,25,0.4,high_texture,theta=0.20,0.2,,292336.0,10.0614,10.0,0.061391,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,25,0.4,high_texture,theta=0.40,0.4,,146168.0,10.1228,10.0,0.122781,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,200,25,0.4,high_texture,theta=0.05,0.05,,1169344.0,32.0077,32.0,0.007674,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,25,0.4,high_texture,theta=0.10,0.1,,584672.0,32.0153,32.0,0.015348,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,25,0.4,high_texture,theta=0.20,0.2,,292336.0,32.0307,32.0,0.030695,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,25,0.4,high_texture,theta=0.40,0.4,,146168.0,32.0614,32.0,0.061391,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,200,50,0.05,low_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,200,50,0.05,low_texture,adaptive,,40.0,,14.6667,,,False,640x480,~$3-5
IMX327 (Sony),CIS,200,50,0.05,low_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,200,50,0.05,low_texture,adaptive,,40.0,,205.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,200,50,0.05,low_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,200,50,0.05,low_texture,adaptive,,40.0,,90.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,200,50,0.05,low_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,200,50,0.05,low_texture,adaptive,,40.0,,111.3333,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,200,50,0.05,low_texture,theta=0.05,0.05,,311168.0,19.2411,19.14,0.101081,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,50,0.05,low_texture,theta=0.10,0.1,,155584.0,19.3422,19.14,0.202162,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,50,0.05,low_texture,theta=0.20,0.2,,77792.0,19.5443,19.14,0.404324,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,50,0.05,low_texture,theta=0.40,0.4,,38896.0,19.9486,19.14,0.808648,False,128x128,N/A (research)
DAVIS346,DVS,200,50,0.05,low_texture,theta=0.05,0.05,,311168.0,10.01,10.0,0.010006,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,50,0.05,low_texture,theta=0.10,0.1,,155584.0,10.02,10.0,0.020012,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,50,0.05,low_texture,theta=0.20,0.2,,77792.0,10.04,10.0,0.040024,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,50,0.05,low_texture,theta=0.40,0.4,,38896.0,10.08,10.0,0.080048,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,200,50,0.05,low_texture,theta=0.05,0.05,,311168.0,10.0041,10.0,0.004084,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,50,0.05,low_texture,theta=0.10,0.1,,155584.0,10.0082,10.0,0.008168,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,50,0.05,low_texture,theta=0.20,0.2,,77792.0,10.0163,10.0,0.016336,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,50,0.05,low_texture,theta=0.40,0.4,,38896.0,10.0327,10.0,0.032673,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,200,50,0.05,low_texture,theta=0.05,0.05,,311168.0,32.002,32.0,0.002042,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,50,0.05,low_texture,theta=0.10,0.1,,155584.0,32.0041,32.0,0.004084,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,50,0.05,low_texture,theta=0.20,0.2,,77792.0,32.0082,32.0,0.008168,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,50,0.05,low_texture,theta=0.40,0.4,,38896.0,32.0163,32.0,0.016336,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,200,50,0.4,high_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,200,50,0.4,high_texture,adaptive,,40.0,,14.6667,,,False,640x480,~$3-5
IMX327 (Sony),CIS,200,50,0.4,high_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,200,50,0.4,high_texture,adaptive,,40.0,,205.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,200,50,0.4,high_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,200,50,0.4,high_texture,adaptive,,40.0,,90.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,200,50,0.4,high_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,200,50,0.4,high_texture,adaptive,,40.0,,111.3333,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,200,50,0.4,high_texture,theta=0.05,0.05,,1257344.0,19.4648,19.14,0.324843,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,50,0.4,high_texture,theta=0.10,0.1,,628672.0,19.9569,19.14,0.816881,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,50,0.4,high_texture,theta=0.20,0.2,,314336.0,20.7738,19.14,1.633761,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,50,0.4,high_texture,theta=0.40,0.4,,157168.0,22.4075,19.14,3.267523,False,128x128,N/A (research)
DAVIS346,DVS,200,50,0.4,high_texture,theta=0.05,0.05,,1257344.0,10.0404,10.0,0.040432,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,50,0.4,high_texture,theta=0.10,0.1,,628672.0,10.0809,10.0,0.080863,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,50,0.4,high_texture,theta=0.20,0.2,,314336.0,10.1617,10.0,0.161725,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,50,0.4,high_texture,theta=0.40,0.4,,157168.0,10.3235,10.0,0.323452,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,200,50,0.4,high_texture,theta=0.05,0.05,,1257344.0,10.0165,10.0,0.016503,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,50,0.4,high_texture,theta=0.10,0.1,,628672.0,10.033,10.0,0.033005,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,50,0.4,high_texture,theta=0.20,0.2,,314336.0,10.066,10.0,0.066011,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,50,0.4,high_texture,theta=0.40,0.4,,157168.0,10.132,10.0,0.132021,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,200,50,0.4,high_texture,theta=0.05,0.05,,1257344.0,32.0083,32.0,0.008251,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,50,0.4,high_texture,theta=0.10,0.1,,628672.0,32.0165,32.0,0.016503,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,50,0.4,high_texture,theta=0.20,0.2,,314336.0,32.033,32.0,0.033005,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,50,0.4,high_texture,theta=0.40,0.4,,157168.0,32.066,32.0,0.066011,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,200,100,0.05,low_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,200,100,0.05,low_texture,adaptive,,20.0,,8.3333,,,False,640x480,~$3-5
IMX327 (Sony),CIS,200,100,0.05,low_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,200,100,0.05,low_texture,adaptive,,20.0,,110.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,200,100,0.05,low_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,200,100,0.05,low_texture,adaptive,,20.0,,50.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,200,100,0.05,low_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,200,100,0.05,low_texture,adaptive,,20.0,,61.6667,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,200,100,0.05,low_texture,theta=0.05,0.05,,487168.0,19.2983,19.14,0.158254,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,100,0.05,low_texture,theta=0.10,0.1,,243584.0,19.4565,19.14,0.316507,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,100,0.05,low_texture,theta=0.20,0.2,,121792.0,19.773,19.14,0.633014,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,100,0.05,low_texture,theta=0.40,0.4,,60896.0,20.406,19.14,1.266028,False,128x128,N/A (research)
DAVIS346,DVS,200,100,0.05,low_texture,theta=0.05,0.05,,487168.0,10.0157,10.0,0.015666,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,100,0.05,low_texture,theta=0.10,0.1,,243584.0,10.0313,10.0,0.031331,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,100,0.05,low_texture,theta=0.20,0.2,,121792.0,10.0627,10.0,0.062662,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,100,0.05,low_texture,theta=0.40,0.4,,60896.0,10.1253,10.0,0.125324,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,200,100,0.05,low_texture,theta=0.05,0.05,,487168.0,10.0064,10.0,0.006394,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,100,0.05,low_texture,theta=0.10,0.1,,243584.0,10.0128,10.0,0.012788,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,100,0.05,low_texture,theta=0.20,0.2,,121792.0,10.0256,10.0,0.025576,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,100,0.05,low_texture,theta=0.40,0.4,,60896.0,10.0512,10.0,0.051153,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,200,100,0.05,low_texture,theta=0.05,0.05,,487168.0,32.0032,32.0,0.003197,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,100,0.05,low_texture,theta=0.10,0.1,,243584.0,32.0064,32.0,0.006394,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,100,0.05,low_texture,theta=0.20,0.2,,121792.0,32.0128,32.0,0.012788,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,100,0.05,low_texture,theta=0.40,0.4,,60896.0,32.0256,32.0,0.025576,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,200,100,0.4,high_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,200,100,0.4,high_texture,adaptive,,20.0,,8.3333,,,False,640x480,~$3-5
IMX327 (Sony),CIS,200,100,0.4,high_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,200,100,0.4,high_texture,adaptive,,20.0,,110.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,200,100,0.4,high_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,200,100,0.4,high_texture,adaptive,,20.0,,50.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,200,100,0.4,high_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,200,100,0.4,high_texture,adaptive,,20.0,,61.6667,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,200,100,0.4,high_texture,theta=0.05,0.05,,1433344.0,19.4648,19.14,0.324843,True,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,100,0.4,high_texture,theta=0.10,0.1,,716672.0,20.0712,19.14,0.931226,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,100,0.4,high_texture,theta=0.20,0.2,,358336.0,21.0025,19.14,1.862451,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,200,100,0.4,high_texture,theta=0.40,0.4,,179168.0,22.8649,19.14,3.724903,False,128x128,N/A (research)
DAVIS346,DVS,200,100,0.4,high_texture,theta=0.05,0.05,,1433344.0,10.0461,10.0,0.046091,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,100,0.4,high_texture,theta=0.10,0.1,,716672.0,10.0922,10.0,0.092182,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,100,0.4,high_texture,theta=0.20,0.2,,358336.0,10.1844,10.0,0.184363,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,200,100,0.4,high_texture,theta=0.40,0.4,,179168.0,10.3687,10.0,0.368728,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,200,100,0.4,high_texture,theta=0.05,0.05,,1433344.0,10.0188,10.0,0.018813,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,100,0.4,high_texture,theta=0.10,0.1,,716672.0,10.0376,10.0,0.037625,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,100,0.4,high_texture,theta=0.20,0.2,,358336.0,10.0753,10.0,0.075251,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,200,100,0.4,high_texture,theta=0.40,0.4,,179168.0,10.1505,10.0,0.150501,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,200,100,0.4,high_texture,theta=0.05,0.05,,1433344.0,32.0094,32.0,0.009406,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,100,0.4,high_texture,theta=0.10,0.1,,716672.0,32.0188,32.0,0.018813,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,100,0.4,high_texture,theta=0.20,0.2,,358336.0,32.0376,32.0,0.037625,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,200,100,0.4,high_texture,theta=0.40,0.4,,179168.0,32.0753,32.0,0.075251,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,500,25,0.05,low_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,500,25,0.05,low_texture,adaptive,,120.0,,40.0,,,False,640x480,~$3-5
IMX327 (Sony),CIS,500,25,0.05,low_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,500,25,0.05,low_texture,adaptive,,60.0,,300.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,500,25,0.05,low_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,500,25,0.05,low_texture,adaptive,,120.0,,250.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,500,25,0.05,low_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
