sensor_name,sensor_type,velocity_px_s,obj_size_px,bg_density,bg_label,operating_point,theta,fps_used,event_rate_ev_s,power_mw,power_static_mw,power_dynamic_mw,saturated,resolution,sensor_price
Prophesee IMX636,DVS,50,25,0.4,high_texture,theta=0.40,0.4,,36542.0,32.0153,32.0,0.015348,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,50,50,0.05,low_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,50,50,0.05,low_texture,adaptive,,10.0,,5.1667,,,False,640x480,~$3-5
IMX327 (Sony),CIS,50,50,0.05,low_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,50,50,0.05,low_texture,adaptive,,10.0,,62.5,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,50,50,0.05,low_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,50,50,0.05,low_texture,adaptive,,10.0,,30.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,50,50,0.05,low_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,50,50,0.05,low_texture,adaptive,,10.0,,36.8333,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,50,50,0.05,low_texture,theta=0.05,0.05,,77792.0,19.1653,19.14,0.025271,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,50,50,0.05,low_texture,theta=0.10,0.1,,38896.0,19.1905,19.14,0.05054,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,50,50,0.05,low_texture,theta=0.20,0.2,,19448.0,19.2411,19.14,0.101081,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,50,50,0.05,low_texture,theta=0.40,0.4,,9724.0,19.3422,19.14,0.202162,False,128x128,N/A (research)
DAVIS346,DVS,50,50,0.05,low_texture,theta=0.05,0.05,,77792.0,10.0025,10.0,0.002501,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,50,50,0.05,low_texture,theta=0.10,0.1,,38896.0,10.005,10.0,0.005003,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,50,50,0.05,low_texture,theta=0.20,0.2,,19448.0,10.01,10.0,0.010006,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,50,50,0.05,low_texture,theta=0.40,0.4,,9724.0,10.02,10.0,0.020012,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,50,50,0.05,low_texture,theta=0.05,0.05,,77792.0,10.001,10.0,0.001021,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,50,50,0.05,low_texture,theta=0.10,0.1,,38896.0,10.002,10.0,0.002042,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,50,50,0.05,low_texture,theta=0.20,0.2,,19448.0,10.0041,10.0,0.004084,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,50,50,0.05,low_texture,theta=0.40,0.4,,9724.0,10.0082,10.0,0.008168,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,50,50,0.05,low_texture,theta=0.05,0.05,,77792.0,32.0005,32.0,0.000511,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,50,50,0.05,low_texture,theta=0.10,0.1,,38896.0,32.001,32.0,0.001021,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,50,50,0.05,low_texture,theta=0.20,0.2,,19448.0,32.002,32.0,0.002042,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,50,50,0.05,low_texture,theta=0.40,0.4,,9724.0,32.0041,32.0,0.004084,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,50,50,0.4,high_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,50,50,0.4,high_texture,adaptive,,10.0,,5.1667,,,False,640x480,~$3-5
IMX327 (Sony),CIS,50,50,0.4,high_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,50,50,0.4,high_texture,adaptive,,10.0,,62.5,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,50,50,0.4,high_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,50,50,0.4,high_texture,adaptive,,10.0,,30.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,50,50,0.4,high_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,50,50,0.4,high_texture,adaptive,,10.0,,36.8333,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,50,50,0.4,high_texture,theta=0.05,0.05,,314336.0,19.2421,19.14,0.10211,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,50,50,0.4,high_texture,theta=0.10,0.1,,157168.0,19.3442,19.14,0.204221,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,50,50,0.4,high_texture,theta=0.20,0.2,,78584.0,19.5484,19.14,0.40844,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,50,50,0.4,high_texture,theta=0.40,0.4,,39292.0,19.9569,19.14,0.816881,False,128x128,N/A (research)
DAVIS346,DVS,50,50,0.4,high_texture,theta=0.05,0.05,,314336.0,10.0101,10.0,0.010108,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,50,50,0.4,high_texture,theta=0.10,0.1,,157168.0,10.0202,10.0,0.020215,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,50,50,0.4,high_texture,theta=0.20,0.2,,78584.0,10.0404,10.0,0.040432,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,50,50,0.4,high_texture,theta=0.40,0.4,,39292.0,10.0809,10.0,0.080863,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,50,50,0.4,high_texture,theta=0.05,0.05,,314336.0,10.0041,10.0,0.004126,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,50,50,0.4,high_texture,theta=0.10,0.1,,157168.0,10.0083,10.0,0.008251,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,50,50,0.4,high_texture,theta=0.20,0.2,,78584.0,10.0165,10.0,0.016503,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,50,50,0.4,high_texture,theta=0.40,0.4,,39292.0,10.033,10.0,0.033005,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,50,50,0.4,high_texture,theta=0.05,0.05,,314336.0,32.0021,32.0,0.002062,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,50,50,0.4,high_texture,theta=0.10,0.1,,157168.0,32.0041,32.0,0.004126,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,50,50,0.4,high_texture,theta=0.20,0.2,,78584.0,32.0083,32.0,0.008251,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,50,50,0.4,high_texture,theta=0.40,0.4,,39292.0,32.0165,32.0,0.016503,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,50,100,0.05,low_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,50,100,0.05,low_texture,adaptive,,5.0,,3.5833,,,False,640x480,~$3-5
IMX327 (Sony),CIS,50,100,0.05,low_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,50,100,0.05,low_texture,adaptive,,5.0,,38.75,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,50,100,0.05,low_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,50,100,0.05,low_texture,adaptive,,5.0,,20.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,50,100,0.05,low_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,50,100,0.05,low_texture,adaptive,,5.0,,24.4167,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,50,100,0.05,low_texture,theta=0.05,0.05,,121792.0,19.1796,19.14,0.039563,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,50,100,0.05,low_texture,theta=0.10,0.1,,60896.0,19.2191,19.14,0.079127,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,50,100,0.05,low_texture,theta=0.20,0.2,,30448.0,19.2983,19.14,0.158254,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,50,100,0.05,low_texture,theta=0.40,0.4,,15224.0,19.4565,19.14,0.316507,False,128x128,N/A (research)
DAVIS346,DVS,50,100,0.05,low_texture,theta=0.05,0.05,,121792.0,10.0039,10.0,0.003916,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,50,100,0.05,low_texture,theta=0.10,0.1,,60896.0,10.0078,10.0,0.007833,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,50,100,0.05,low_texture,theta=0.20,0.2,,30448.0,10.0157,10.0,0.015666,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,50,100,0.05,low_texture,theta=0.40,0.4,,15224.0,10.0313,10.0,0.031331,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,50,100,0.05,low_texture,theta=0.05,0.05,,121792.0,10.0016,10.0,0.001598,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,50,100,0.05,low_texture,theta=0.10,0.1,,60896.0,10.0032,10.0,0.003197,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,50,100,0.05,low_texture,theta=0.20,0.2,,30448.0,10.0064,10.0,0.006394,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,50,100,0.05,low_texture,theta=0.40,0.4,,15224.0,10.0128,10.0,0.012788,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,50,100,0.05,low_texture,theta=0.05,0.05,,121792.0,32.0008,32.0,0.000799,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,50,100,0.05,low_texture,theta=0.10,0.1,,60896.0,32.0016,32.0,0.001598,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,50,100,0.05,low_texture,theta=0.20,0.2,,30448.0,32.0032,32.0,0.003197,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,50,100,0.05,low_texture,theta=0.40,0.4,,15224.0,32.0064,32.0,0.006394,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,50,100,0.4,high_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,50,100,0.4,high_texture,adaptive,,5.0,,3.5833,,,False,640x480,~$3-5
IMX327 (Sony),CIS,50,100,0.4,high_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,50,100,0.4,high_texture,adaptive,,5.0,,38.75,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,50,100,0.4,high_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,50,100,0.4,high_texture,adaptive,,5.0,,20.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,50,100,0.4,high_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,50,100,0.4,high_texture,adaptive,,5.0,,24.4167,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,50,100,0.4,high_texture,theta=0.05,0.05,,358336.0,19.2564,19.14,0.116403,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,50,100,0.4,high_texture,theta=0.10,0.1,,179168.0,19.3728,19.14,0.232806,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,50,100,0.4,high_texture,theta=0.20,0.2,,89584.0,19.6056,19.14,0.465613,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,50,100,0.4,high_texture,theta=0.40,0.4,,44792.0,20.0712,19.14,0.931226,False,128x128,N/A (research)
DAVIS346,DVS,50,100,0.4,high_texture,theta=0.05,0.05,,358336.0,10.0115,10.0,0.011522,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,50,100,0.4,high_texture,theta=0.10,0.1,,179168.0,10.023,10.0,0.023046,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,50,100,0.4,high_texture,theta=0.20,0.2,,89584.0,10.0461,10.0,0.046091,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,50,100,0.4,high_texture,theta=0.40,0.4,,44792.0,10.0922,10.0,0.092182,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,50,100,0.4,high_texture,theta=0.05,0.05,,358336.0,10.0047,10.0,0.004703,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,50,100,0.4,high_texture,theta=0.10,0.1,,179168.0,10.0094,10.0,0.009406,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,50,100,0.4,high_texture,theta=0.20,0.2,,89584.0,10.0188,10.0,0.018813,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,50,100,0.4,high_texture,theta=0.40,0.4,,44792.0,10.0376,10.0,0.037625,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,50,100,0.4,high_texture,theta=0.05,0.05,,358336.0,32.0024,32.0,0.002352,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,50,100,0.4,high_texture,theta=0.10,0.1,,179168.0,32.0047,32.0,0.004703,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,50,100,0.4,high_texture,theta=0.20,0.2,,89584.0,32.0094,32.0,0.009406,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,50,100,0.4,high_texture,theta=0.40,0.4,,44792.0,32.0188,32.0,0.018813,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,100,25,0.05,low_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,100,25,0.05,low_texture,adaptive,,40.0,,14.6667,,,False,640x480,~$3-5
IMX327 (Sony),CIS,100,25,0.05,low_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,100,25,0.05,low_texture,adaptive,,40.0,,205.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,100,25,0.05,low_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,100,25,0.05,low_texture,adaptive,,40.0,,90.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,100,25,0.05,low_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,100,25,0.05,low_texture,adaptive,,40.0,,111.3333,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,100,25,0.05,low_texture,theta=0.05,0.05,,111584.0,19.1762,19.14,0.036247,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,25,0.05,low_texture,theta=0.10,0.1,,55792.0,19.2125,19.14,0.072494,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,25,0.05,low_texture,theta=0.20,0.2,,27896.0,19.285,19.14,0.14499,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,25,0.05,low_texture,theta=0.40,0.4,,13948.0,19.43,19.14,0.289979,False,128x128,N/A (research)
DAVIS346,DVS,100,25,0.05,low_texture,theta=0.05,0.05,,111584.0,10.0036,10.0,0.003588,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,25,0.05,low_texture,theta=0.10,0.1,,55792.0,10.0072,10.0,0.007176,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,25,0.05,low_texture,theta=0.20,0.2,,27896.0,10.0144,10.0,0.014353,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,25,0.05,low_texture,theta=0.40,0.4,,13948.0,10.0287,10.0,0.028705,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,100,25,0.05,low_texture,theta=0.05,0.05,,111584.0,10.0015,10.0,0.001464,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,25,0.05,low_texture,theta=0.10,0.1,,55792.0,10.0029,10.0,0.002929,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,25,0.05,low_texture,theta=0.20,0.2,,27896.0,10.0059,10.0,0.005858,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,25,0.05,low_texture,theta=0.40,0.4,,13948.0,10.0117,10.0,0.011716,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,100,25,0.05,low_texture,theta=0.05,0.05,,111584.0,32.0007,32.0,0.000733,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,25,0.05,low_texture,theta=0.10,0.1,,55792.0,32.0015,32.0,0.001464,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,25,0.05,low_texture,theta=0.20,0.2,,27896.0,32.0029,32.0,0.002929,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,25,0.05,low_texture,theta=0.40,0.4,,13948.0,32.0059,32.0,0.005858,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,100,25,0.4,high_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,100,25,0.4,high_texture,adaptive,,40.0,,14.6667,,,False,640x480,~$3-5
IMX327 (Sony),CIS,100,25,0.4,high_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,100,25,0.4,high_texture,adaptive,,40.0,,205.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,100,25,0.4,high_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,100,25,0.4,high_texture,adaptive,,40.0,,90.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,100,25,0.4,high_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,100,25,0.4,high_texture,adaptive,,40.0,,111.3333,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,100,25,0.4,high_texture,theta=0.05,0.05,,584672.0,19.3299,19.14,0.189927,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,25,0.4,high_texture,theta=0.10,0.1,,292336.0,19.5199,19.14,0.379855,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,25,0.4,high_texture,theta=0.20,0.2,,146168.0,19.8997,19.14,0.759708,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,25,0.4,high_texture,theta=0.40,0.4,,73084.0,20.6594,19.14,1.519416,False,128x128,N/A (research)
DAVIS346,DVS,100,25,0.4,high_texture,theta=0.05,0.05,,584672.0,10.0188,10.0,0.018801,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,25,0.4,high_texture,theta=0.10,0.1,,292336.0,10.0376,10.0,0.037602,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,25,0.4,high_texture,theta=0.20,0.2,,146168.0,10.0752,10.0,0.075203,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,25,0.4,high_texture,theta=0.40,0.4,,73084.0,10.1504,10.0,0.150406,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,100,25,0.4,high_texture,theta=0.05,0.05,,584672.0,10.0077,10.0,0.007674,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,25,0.4,high_texture,theta=0.10,0.1,,292336.0,10.0153,10.0,0.015348,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,25,0.4,high_texture,theta=0.20,0.2,,146168.0,10.0307,10.0,0.030695,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,25,0.4,high_texture,theta=0.40,0.4,,73084.0,10.0614,10.0,0.061391,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,100,25,0.4,high_texture,theta=0.05,0.05,,584672.0,32.0038,32.0,0.003836,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,25,0.4,high_texture,theta=0.10,0.1,,292336.0,32.0077,32.0,0.007674,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,25,0.4,high_texture,theta=0.20,0.2,,146168.0,32.0153,32.0,0.015348,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,25,0.4,high_texture,theta=0.40,0.4,,73084.0,32.0307,32.0,0.030695,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,100,50,0.05,low_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,100,50,0.05,low_texture,adaptive,,20.0,,8.3333,,,False,640x480,~$3-5
IMX327 (Sony),CIS,100,50,0.05,low_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,100,50,0.05,low_texture,adaptive,,20.0,,110.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,100,50,0.05,low_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,100,50,0.05,low_texture,adaptive,,20.0,,50.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,100,50,0.05,low_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,100,50,0.05,low_texture,adaptive,,20.0,,61.6667,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,100,50,0.05,low_texture,theta=0.05,0.05,,155584.0,19.1905,19.14,0.05054,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,50,0.05,low_texture,theta=0.10,0.1,,77792.0,19.2411,19.14,0.101081,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,50,0.05,low_texture,theta=0.20,0.2,,38896.0,19.3422,19.14,0.202162,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,50,0.05,low_texture,theta=0.40,0.4,,19448.0,19.5443,19.14,0.404324,False,128x128,N/A (research)
DAVIS346,DVS,100,50,0.05,low_texture,theta=0.05,0.05,,155584.0,10.005,10.0,0.005003,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,50,0.05,low_texture,theta=0.10,0.1,,77792.0,10.01,10.0,0.010006,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,50,0.05,low_texture,theta=0.20,0.2,,38896.0,10.02,10.0,0.020012,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,50,0.05,low_texture,theta=0.40,0.4,,19448.0,10.04,10.0,0.040024,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,100,50,0.05,low_texture,theta=0.05,0.05,,155584.0,10.002,10.0,0.002042,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,50,0.05,low_texture,theta=0.10,0.1,,77792.0,10.0041,10.0,0.004084,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,50,0.05,low_texture,theta=0.20,0.2,,38896.0,10.0082,10.0,0.008168,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,50,0.05,low_texture,theta=0.40,0.4,,19448.0,10.0163,10.0,0.016336,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,100,50,0.05,low_texture,theta=0.05,0.05,,155584.0,32.001,32.0,0.001021,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,50,0.05,low_texture,theta=0.10,0.1,,77792.0,32.002,32.0,0.002042,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,50,0.05,low_texture,theta=0.20,0.2,,38896.0,32.0041,32.0,0.004084,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,50,0.05,low_texture,theta=0.40,0.4,,19448.0,32.0082,32.0,0.008168,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,100,50,0.4,high_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,100,50,0.4,high_texture,adaptive,,20.0,,8.3333,,,False,640x480,~$3-5
IMX327 (Sony),CIS,100,50,0.4,high_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
IMX327 (Sony),CIS,100,50,0.4,high_texture,adaptive,,20.0,,110.0,,,False,1920x1080,~$15-25
AR0234 (ON Semi),CIS,100,50,0.4,high_texture,locked,,800.0,,250.0,,,False,1920x1200,~$20-40
AR0234 (ON Semi),CIS,100,50,0.4,high_texture,adaptive,,20.0,,50.0,,,False,1920x1200,~$20-40
IMX462 (Sony),CIS,100,50,0.4,high_texture,locked,,800.0,,310.0,,,False,1920x1080,~$20-30
IMX462 (Sony),CIS,100,50,0.4,high_texture,adaptive,,20.0,,61.6667,,,False,1920x1080,~$20-30
Lichtsteiner 2008,DVS,100,50,0.4,high_texture,theta=0.05,0.05,,628672.0,19.3442,19.14,0.204221,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,50,0.4,high_texture,theta=0.10,0.1,,314336.0,19.5484,19.14,0.40844,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,50,0.4,high_texture,theta=0.20,0.2,,157168.0,19.9569,19.14,0.816881,False,128x128,N/A (research)
Lichtsteiner 2008,DVS,100,50,0.4,high_texture,theta=0.40,0.4,,78584.0,20.7738,19.14,1.633761,False,128x128,N/A (research)
DAVIS346,DVS,100,50,0.4,high_texture,theta=0.05,0.05,,628672.0,10.0202,10.0,0.020215,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,50,0.4,high_texture,theta=0.10,0.1,,314336.0,10.0404,10.0,0.040432,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,50,0.4,high_texture,theta=0.20,0.2,,157168.0,10.0809,10.0,0.080863,False,346x260,"~$3,000 (dev kit)"
DAVIS346,DVS,100,50,0.4,high_texture,theta=0.40,0.4,,78584.0,10.1617,10.0,0.161725,False,346x260,"~$3,000 (dev kit)"
Samsung DVS-Gen3.1,DVS,100,50,0.4,high_texture,theta=0.05,0.05,,628672.0,10.0083,10.0,0.008251,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,50,0.4,high_texture,theta=0.10,0.1,,314336.0,10.0165,10.0,0.016503,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,50,0.4,high_texture,theta=0.20,0.2,,157168.0,10.033,10.0,0.033005,False,640x480,~$100-300 (module)
Samsung DVS-Gen3.1,DVS,100,50,0.4,high_texture,theta=0.40,0.4,,78584.0,10.066,10.0,0.066011,False,640x480,~$100-300 (module)
Prophesee IMX636,DVS,100,50,0.4,high_texture,theta=0.05,0.05,,628672.0,32.0041,32.0,0.004126,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,50,0.4,high_texture,theta=0.10,0.1,,314336.0,32.0083,32.0,0.008251,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,50,0.4,high_texture,theta=0.20,0.2,,157168.0,32.0165,32.0,0.016503,False,1280x720,"~$3,500 (EVK4 kit)"
Prophesee IMX636,DVS,100,50,0.4,high_texture,theta=0.40,0.4,,78584.0,32.033,32.0,0.033005,False,1280x720,"~$3,500 (EVK4 kit)"
OV7251 (OmniVision),CIS,100,100,0.05,low_texture,locked,,800.0,,40.0,,,False,640x480,~$3-5
OV7251 (OmniVision),CIS,100,100,0.05,low_texture,adaptive,,10.0,,5.1667,,,False,640x480,~$3-5
IMX327 (Sony),CIS,100,100,0.05,low_texture,locked,,800.0,,300.0,,,False,1920x1080,~$15-25
